,日期,天气状况,气温,风力风向
3051,2019年05月08日,多云/多云,25℃/13℃,东北风1-2级/东北风1-2级
3052,2019年05月09日,晴/多云,30℃/14℃,西南风1-2级/西南风1-2级
3053,2019年05月10日,多云/多云,30℃/14℃,南风3-4级/南风3-4级
3054,2019年05月11日,多云/多云,29℃/14℃,西南风1-2级/西南风1-2级
3055,2019年05月12日,雷阵雨/晴,25℃/11℃,北风3-4级/北风3-4级
3056,2019年05月13日,晴/晴,26℃/12℃,西南风3-4级/西南风3-4级
3057,2019年05月14日,多云/多云,29℃/16℃,南风1-2级/南风1-2级
3058,2019年05月15日,雷阵雨/多云,28℃/16℃,西南风3-4级/西南风3-4级
3059,2019年05月16日,晴/晴,32℃/19℃,西南风3-4级/西南风3-4级
3060,2019年05月17日,多云/阴,31℃/20℃,东南风3-4级/东南风3-4级
3061,2019年05月18日,小雨/小雨,27℃/18℃,东南风3-4级/东南风3-4级
3062,2019年05月19日,多云/晴,27℃/13℃,西北风4-5级/西北风4-5级
3063,2019年05月20日,晴/晴,26℃/13℃,西北风4-5级/西北风4-5级
3064,2019年05月21日,晴/晴,32℃/14℃,西北风3-4级/西北风3-4级
3065,2019年05月22日,晴/晴,35℃/17℃,西南风3-4级/西南风3-4级
3066,2019年05月23日,晴/多云,37℃/21℃,南风3-4级/南风3-4级
3067,2019年05月24日,多云/多云,35℃/21℃,南风3-4级/南风3-4级
3068,2019年05月25日,多云/雷阵雨,35℃/22℃,南风3-4级/南风3-4级
3069,2019年05月26日,小雨/多云,26℃/17℃,北风3-4级/北风3-4级
3070,2019年05月27日,晴/晴,29℃/14℃,北风4-5级/北风4-5级
3071,2019年05月28日,晴/晴,32℃/16℃,西南风3-4级/西南风3-4级
3072,2019年05月29日,晴/多云,33℃/22℃,南风1-2级/南风1-2级
3073,2019年05月30日,多云/晴,30℃/15℃,东北风3-4级/东北风3-4级
3074,2019年05月31日,晴/多云,31℃/19℃,南风3-4级/南风3-4级
3075,2019年06月01日,雷阵雨/多云,29℃/18℃,西风1-2级/西风1-2级
3076,2019年06月02日,雷阵雨/小雨,32℃/20℃,南风1-2级/南风1-2级
3077,2019年06月03日,多云/多云,34℃/19℃,南风1-2级/南风1-2级
3078,2019年06月04日,雷阵雨/多云,27℃/19℃,东南风1-2级/东南风1-2级
3079,2019年06月05日,多云/多云,31℃/19℃,西南风3-4级/西南风3-4级
3080,2019年06月06日,小雨/多云,26℃/18℃,东风1-2级/东风1-2级
3081,2019年06月07日,多云/雷阵雨,31℃/21℃,南风3-4级/南风3-4级
3082,2019年06月08日,雷阵雨/晴,33℃/20℃,西南风3-4级/西南风3-4级
3083,2019年06月09日,晴/晴,31℃/18℃,东北风4-5级/东北风4-5级
3084,2019年06月10日,晴/晴,33℃/18℃,东南风3-4级/东南风3-4级
3085,2019年06月11日,晴/多云,32℃/20℃,南风3-4级/南风3-4级
3086,2019年06月12日,多云/雷阵雨,33℃/22℃,南风1-2级/南风1-2级
3087,2019年06月13日,小雨/晴,29℃/20℃,南风1-2级/南风1-2级
3088,2019年06月14日,晴/晴,35℃/20℃,东北风3-4级/东北风3-4级
3089,2019年06月15日,多云/雷阵雨,32℃/19℃,东南风3-4级/东南风3-4级
3090,2019年06月16日,小雨/多云,23℃/18℃,东南风1-2级/东南风1-2级
3091,2019年06月17日,多云/多云,29℃/20℃,南风1-2级/南风1-2级
3092,2019年06月18日,雷阵雨/雷阵雨,33℃/22℃,南风1-2级/南风1-2级
3093,2019年06月19日,多云/晴,31℃/22℃,南风1-2级/南风1-2级
3094,2019年06月20日,多云/晴,35℃/23℃,南风1-2级/南风1-2级
3095,2019年06月21日,多云/多云,32℃/21℃,东南风1-2级/东南风1-2级
3096,2019年06月22日,晴/晴,34℃/22℃,南风1-2级/南风1-2级
3097,2019年06月23日,晴/多云,35℃/23℃,南风3-4级/南风3-4级
3098,2019年06月24日,多云/多云,37℃/23℃,南风3-4级/南风3-4级
3099,2019年06月25日,多云/多云,36℃/25℃,南风3-4级/南风3-4级
3100,2019年06月26日,多云/多云,35℃/23℃,南风3-4级/南风3-4级
3101,2019年06月27日,多云/雷阵雨,33℃/23℃,北风1-2级/北风1-2级
3102,2019年06月28日,多云/多云,32℃/22℃,南风1-2级/南风1-2级
3103,2019年06月29日,多云/晴,35℃/23℃,西北风4-5级/西北风4-5级
3104,2019年06月30日,晴/晴,33℃/21℃,北风3-4级/北风3-4级
3105,2019年07月01日,晴/多云,35℃/22℃,北风1-2级/北风1-2级
3106,2019年07月02日,雷阵雨/晴,35℃/23℃,南风1-2级/南风1-2级
3107,2019年07月03日,晴/晴,36℃/24℃,南风1-2级/南风1-2级
3108,2019年07月04日,晴/多云,38℃/25℃,南风3-4级/南风3-4级
3109,2019年07月05日,中雨/雷阵雨,30℃/22℃,北风1-2级/北风1-2级
3110,2019年07月06日,雷阵雨/中雨,27℃/21℃,东北风3-4级/东北风3-4级
3111,2019年07月07日,小雨/多云,28℃/20℃,北风1-2级/北风1-2级
3112,2019年07月08日,多云/多云,30℃/22℃,南风1-2级/南风1-2级
3113,2019年07月09日,雷阵雨/中雨,28℃/21℃,东风1-2级/东风1-2级
3114,2019年07月10日,雷阵雨/多云,28℃/19℃,东风1-2级/东风1-2级
3115,2019年07月11日,多云/多云,30℃/21℃,东南风1-2级/东南风1-2级
3116,2019年07月12日,多云/多云,34℃/22℃,南风1-2级/南风1-2级
3117,2019年07月13日,雷阵雨/多云,34℃/23℃,东北风1-2级/东北风1-2级
3118,2019年07月14日,雷阵雨/多云,33℃/23℃,东北风1-2级/东北风1-2级
3119,2019年07月15日,晴/多云,35℃/24℃,东南风1-2级/东南风1-2级
3120,2019年07月16日,雷阵雨/雷阵雨,32℃/24℃,东南风1-2级/东南风1-2级
3121,2019年07月17日,雷阵雨/多云,29℃/23℃,北风1-2级/北风1-2级
3122,2019年07月18日,多云/多云,31℃/24℃,东北风1-2级/东北风1-2级
3123,2019年07月19日,阴/雷阵雨,32℃/25℃,东南风1-2级/东南风1-2级
3124,2019年07月20日,小雨/多云,31℃/24℃,北风1-2级/北风1-2级
3125,2019年07月21日,晴/多云,36℃/27℃,西南风1-2级/西南风1-2级
3126,2019年07月22日,雷阵雨/中雨,35℃/25℃,东风1-2级/东风1-2级
3127,2019年07月23日,晴/晴,35℃/25℃,西南风1-2级/西南风1-2级
3128,2019年07月24日,多云/雷阵雨,36℃/27℃,南风1-2级/南风1-2级
3129,2019年07月25日,晴/晴,36℃/26℃,南风1-2级/南风1-2级
3130,2019年07月26日,晴/晴,36℃/26℃,西南风1-2级/西南风1-2级
3131,2019年07月27日,多云/多云,36℃/27℃,南风1-2级/南风1-2级
3132,2019年07月28日,多云/中雨,35℃/26℃,南风1-2级/南风1-2级
3133,2019年07月29日,雷阵雨/多云,29℃/23℃,西风1-2级/西风1-2级
3134,2019年07月30日,晴/晴,34℃/24℃,南风1-2级/南风1-2级
3135,2019年07月31日,晴/多云,35℃/24℃,东北风1-2级/东北风1-2级
3136,2019年08月01日,雷阵雨/雷阵雨,32℃/24℃,东北风1-2级/东北风1-2级
3137,2019年08月02日,雷阵雨/雷阵雨,30℃/24℃,北风1-2级/北风1-2级
3138,2019年08月03日,多云/雷阵雨,31℃/24℃,南风1-2级/南风1-2级
3139,2019年08月04日,雷阵雨/雷阵雨,29℃/23℃,东南风1-2级/东南风1-2级
3140,2019年08月05日,中雨/雷阵雨,28℃/24℃,东北风1-2级/东北风1-2级
3141,2019年08月06日,多云/雷阵雨,31℃/24℃,南风1-2级/南风1-2级
3142,2019年08月07日,雷阵雨/阴,29℃/24℃,东南风1-2级/东南风1-2级
3143,2019年08月08日,多云/雷阵雨,32℃/25℃,南风1-2级/南风1-2级
3144,2019年08月09日,雷阵雨/中雨,31℃/23℃,西北风1-2级/西北风1-2级
3145,2019年08月10日,雷阵雨/中雨,29℃/23℃,北风1-2级/北风1-2级
3146,2019年08月11日,中雨/小雨,27℃/24℃,北风3-4级/北风3-4级
3147,2019年08月12日,小雨/小雨,30℃/23℃,北风4-5级/北风4-5级
3148,2019年08月13日,多云/多云,32℃/22℃,北风3-4级/北风3-4级
3149,2019年08月14日,多云/晴,31℃/22℃,北风1-2级/北风1-2级
3150,2019年08月15日,雷阵雨/中雨,32℃/22℃,西南风1-2级/西南风1-2级
3151,2019年08月16日,晴/晴,31℃/22℃,北风4-5级/北风4-5级
3152,2019年08月17日,晴/晴,32℃/19℃,北风3-4级/北风3-4级
3153,2019年08月18日,晴/晴,32℃/21℃,南风1-2级/南风1-2级
3154,2019年08月19日,多云/阴,31℃/22℃,南风1-2级/南风1-2级
3155,2019年08月20日,小雨/多云,28℃/19℃,南风1-2级/南风1-2级
3156,2019年08月21日,晴/晴,31℃/21℃,北风1-2级/北风1-2级
3157,2019年08月22日,多云/晴,32℃/20℃,北风1-2级/北风1-2级
3158,2019年08月23日,多云/多云,30℃/19℃,北风1-2级/北风1-2级
3159,2019年08月24日,晴/晴,31℃/18℃,西南风1-2级/西南风1-2级
3160,2019年08月25日,晴/多云,30℃/20℃,南风1-2级/南风1-2级
3161,2019年08月26日,小雨/多云,28℃/19℃,西南风1-2级/西南风1-2级
3162,2019年08月27日,晴/晴,33℃/20℃,西北风1-2级/西北风1-2级
3163,2019年08月28日,多云/晴,31℃/20℃,西北风4-5级/西北风4-5级
3164,2019年08月29日,多云/晴,30℃/20℃,北风3-4级/北风3-4级
3165,2019年08月30日,晴/晴,31℃/18℃,北风3-4级/北风3-4级
3166,2019年08月31日,晴/晴,32℃/18℃,西南风1-2级/西南风1-2级
3167,2019年09月01日,多云/晴,33℃/19℃,西南风1-2级/西南风1-2级
3168,2019年09月02日,晴/晴,34℃/19℃,西南风1-2级/西南风1-2级
3169,2019年09月03日,晴/晴,33℃/20℃,南风1-2级/南风1-2级
3170,2019年09月04日,晴/晴,32℃/19℃,南风1-2级/南风1-2级
3171,2019年09月05日,晴/晴,33℃/20℃,西南风1-2级/西南风1-2级
3172,2019年09月06日,晴/晴,33℃/20℃,东南风1-2级/东南风1-2级
3173,2019年09月07日,晴/晴,34℃/21℃,西南风1-2级/西南风1-2级
3174,2019年09月08日,晴/多云,35℃/22℃,东南风1-2级/东南风1-2级
3175,2019年09月09日,小雨/小雨,32℃/21℃,东北风3-4级/东北风3-4级
3176,2019年09月10日,小雨/阴,24℃/18℃,北风1-2级/北风1-2级
3177,2019年09月11日,多云/多云,25℃/18℃,北风1-2级/北风1-2级
3178,2019年09月12日,阴/中雨,25℃/19℃,南风1-2级/南风1-2级
3179,2019年09月13日,多云/多云,27℃/18℃,西北风3-4级/西北风3-4级
3180,2019年09月14日,晴/多云,29℃/17℃,南风1-2级/南风1-2级
3181,2019年09月15日,晴/晴,28℃/17℃,西南风1-2级/西南风1-2级
3182,2019年09月16日,晴/多云,27℃/16℃,南风1-2级/南风1-2级
3183,2019年09月17日,多云/晴,28℃/15℃,西南风1-2级/西南风1-2级
3184,2019年09月18日,晴/多云,25℃/14℃,西南风1-2级/西南风1-2级
3185,2019年09月19日,多云/阴,25℃/16℃,西南风3-4级/西南风3-4级
3186,2019年09月20日,多云/多云,27℃/16℃,东风1-2级/东风1-2级
3187,2019年09月21日,多云/多云,27℃/16℃,东北风1-2级/东北风1-2级
3188,2019年09月22日,晴/晴,27℃/16℃,东南风1-2级/东南风1-2级
3189,2019年09月23日,晴/晴,30℃/17℃,西南风1-2级/西南风1-2级
3190,2019年09月24日,晴/晴,31℃/15℃,南风1-2级/南风1-2级
3191,2019年09月25日,晴/晴,31℃/15℃,南风1-2级/南风1-2级
3192,2019年09月26日,晴/晴,30℃/15℃,东南风1-2级/东南风1-2级
3193,2019年09月27日,晴/晴,29℃/16℃,南风1-2级/南风1-2级
3194,2019年09月28日,晴/晴,30℃/17℃,西南风1-2级/西南风1-2级
3195,2019年09月29日,晴/晴,29℃/18℃,南风1-2级/南风1-2级
3196,2019年09月30日,多云/晴,30℃/19℃,南风1-2级/南风1-2级
3197,2019年10月01日,多云/晴,30℃/18℃,南风3-4级/南风3-4级
3198,2019年10月02日,晴/晴,29℃/17℃,南风1-2级/南风1-2级
3199,2019年10月03日,多云/小雨,29℃/13℃,东南风3-4级/东南风3-4级
3200,2019年10月04日,小雨/晴,15℃/8℃,东北风3-4级/东北风3-4级
3201,2019年10月05日,晴/多云,19℃/8℃,北风1-2级/北风1-2级
3202,2019年10月06日,多云/晴,19℃/9℃,西南风1-2级/西南风1-2级
3203,2019年10月07日,晴/晴,24℃/10℃,西南风3-4级/西南风3-4级
3204,2019年10月08日,晴/晴,20℃/9℃,西南风1-2级/西南风1-2级
3205,2019年10月09日,晴/多云,22℃/12℃,南风1-2级/南风1-2级
3206,2019年10月10日,多云/多云,21℃/12℃,东风1-2级/东风1-2级
3207,2019年10月11日,多云/多云,18℃/13℃,东风1-2级/东风1-2级
3208,2019年10月12日,阴/小雨,18℃/9℃,东风1-2级/东风1-2级
3209,2019年10月13日,小雨/多云,13℃/5℃,北风1-2级/北风1-2级
3210,2019年10月14日,晴/晴,15℃/3℃,北风3-4级/北风3-4级
3211,2019年10月15日,晴/多云,17℃/6℃,西南风1-2级/西南风1-2级
3212,2019年10月16日,阴/小雨,15℃/9℃,西南风1-2级/西南风1-2级
3213,2019年10月17日,小雨/多云,14℃/7℃,北风1-2级/北风1-2级
3214,2019年10月18日,晴/晴,18℃/7℃,西南风1-2级/西南风1-2级
3215,2019年10月19日,多云/多云,20℃/10℃,南风1-2级/南风1-2级
3216,2019年10月20日,晴/晴,22℃/7℃,北风3-4级/北风3-4级
3217,2019年10月21日,晴/晴,20℃/6℃,北风1-2级/北风1-2级
3218,2019年10月22日,晴/晴,20℃/7℃,北风1-2级/北风1-2级
3219,2019年10月23日,多云/多云,21℃/10℃,西南风1-2级/西南风1-2级
3220,2019年10月24日,小雨/多云,16℃/7℃,北风3-4级/北风3-4级
3221,2019年10月25日,晴/晴,14℃/1℃,北风3-4级/北风3-4级
3222,2019年10月26日,晴/晴,16℃/3℃,西南风1-2级/西南风1-2级
3223,2019年10月27日,晴/晴,18℃/5℃,南风1-2级/南风1-2级
3224,2019年10月28日,晴/晴,15℃/2℃,西北风4-5级/西北风4-5级
3225,2019年10月29日,晴/晴,16℃/2℃,西南风1-2级/西南风1-2级
3226,2019年10月30日,晴/晴,20℃/6℃,西南风1-2级/西南风1-2级
3227,2019年10月31日,晴/晴,23℃/5℃,北风1-2级/北风1-2级
3228,2019年11月01日,多云/小雨,17℃/8℃,东北风1-2级/东北风1-2级
3229,2019年11月02日,小雨/小雨,14℃/8℃,北风1-2级/北风1-2级
3230,2019年11月03日,多云/多云,14℃/4℃,东北风1-2级/东北风1-2级
3231,2019年11月04日,晴/晴,16℃/5℃,西南风1-2级/西南风1-2级
3232,2019年11月05日,晴/多云,17℃/6℃,南风1-2级/南风1-2级
3233,2019年11月06日,多云/晴,16℃/5℃,东北风1-2级/东北风1-2级
3234,2019年11月07日,晴/晴,12℃/1℃,东风1-2级/东风1-2级
3235,2019年11月08日,晴/多云,15℃/2℃,西南风1-2级/西南风1-2级
3236,2019年11月09日,多云/中雨,14℃/7℃,东南风1-2级/东南风1-2级
3237,2019年11月10日,多云/晴,17℃/5℃,西北风4-5级/西北风4-5级
3238,2019年11月11日,晴/晴,17℃/5℃,南风1-2级/南风1-2级
3239,2019年11月12日,多云/多云,19℃/5℃,西风1-2级/西风1-2级
3240,2019年11月13日,晴/晴,8℃/-3℃,西北风4-5级/西北风4-5级
3241,2019年11月14日,晴/晴,10℃/-2℃,北风1-2级/北风1-2级
3242,2019年11月15日,晴/晴,9℃/1℃,东南风1-2级/东南风1-2级
3243,2019年11月16日,阴/小雨,9℃/4℃,东北风1-2级/东北风1-2级
3244,2019年11月17日,多云/晴,11℃/-4℃,西北风5-6级/西北风5-6级
3245,2019年11月18日,晴/晴,4℃/-5℃,西北风3-4级/西北风3-4级
3246,2019年11月19日,晴/晴,6℃/-4℃,西南风1-2级/西南风1-2级
3247,2019年11月20日,晴/晴,8℃/-3℃,北风1-2级/北风1-2级
3248,2019年11月21日,多云/多云,8℃/-1℃,南风1-2级/南风1-2级
3249,2019年11月22日,霾/多云,10℃/2℃,东南风1-2级/东南风1-2级
3250,2019年11月23日,阴/多云,12℃/5℃,北风1-2级/北风1-2级
3251,2019年11月24日,晴/晴,5℃/-5℃,北风4-5级/北风4-5级
3252,2019年11月25日,晴/晴,3℃/-5℃,西南风1-2级/西南风1-2级
3253,2019年11月26日,多云/多云,4℃/-4℃,北风1-2级/北风1-2级
3254,2019年11月27日,晴/晴,4℃/-6℃,东北风1-2级/东北风1-2级
3255,2019年11月28日,晴/多云,3℃/-5℃,西南风1-2级/西南风1-2级
3256,2019年11月29日,小雪/小雪,2℃/-4℃,南风1-2级/南风1-2级
3257,2019年11月30日,多云/晴,5℃/-5℃,西北风3-4级/西北风3-4级
3258,2019年12月01日,晴/晴,4℃/-5℃,西北风3-4级/西北风3-4级
3259,2019年12月02日,晴/晴,4℃/-4℃,西南风3-4级/西南风3-4级
3260,2019年12月03日,晴/晴,8℃/-4℃,西南风1-2级/西南风1-2级
3261,2019年12月04日,晴/晴,9℃/-4℃,西南风1-2级/西南风1-2级
3262,2019年12月05日,晴/晴,3℃/-6℃,东风1-2级/东风1-2级
3263,2019年12月06日,晴/晴,4℃/-5℃,西南风1-2级/西南风1-2级
3264,2019年12月07日,晴/多云,6℃/-6℃,南风1-2级/南风1-2级
3265,2019年12月08日,雾/多云,1℃/-5℃,西风1-2级/西风1-2级
3266,2019年12月09日,霾/雾,3℃/-5℃,西南风1-2级/西南风1-2级
3267,2019年12月10日,多云/晴,8℃/-4℃,西北风4-5级/西北风4-5级
3268,2019年12月11日,晴/晴,5℃/-6℃,西北风4-5级/西北风4-5级
3269,2019年12月12日,晴/晴,5℃/-5℃,西南风1-2级/西南风1-2级
3270,2019年12月13日,晴/晴,10℃/-5℃,北风3-4级/北风3-4级
3271,2019年12月14日,晴/多云,5℃/-3℃,南风1-2级/南风1-2级
3272,2019年12月15日,多云/中雪,3℃/-2℃,西南风1-2级/西南风1-2级
3273,2019年12月16日,小雪/多云,2℃/-3℃,西风1-2级/西风1-2级
3274,2019年12月17日,晴/晴,4℃/-6℃,北风4-5级/北风4-5级
3275,2019年12月18日,晴/晴,2℃/-6℃,西南风1-2级/西南风1-2级
3276,2019年12月19日,晴/晴,2℃/-9℃,北风3-4级/北风3-4级
3277,2019年12月20日,晴/晴,2℃/-7℃,西南风1-2级/西南风1-2级
3278,2019年12月21日,多云/多云,2℃/-6℃,西南风1-2级/西南风1-2级
3279,2019年12月22日,晴/晴,5℃/-5℃,北风1-2级/北风1-2级
3280,2019年12月23日,多云/阴,2℃/-4℃,东南风1-2级/东南风1-2级
3281,2019年12月24日,阴/多云,1℃/-6℃,南风1-2级/南风1-2级
3282,2019年12月25日,多云/多云,5℃/-6℃,北风1-2级/北风1-2级
3283,2019年12月26日,晴/晴,4℃/-7℃,西北风1-2级/西北风1-2级
3284,2019年12月27日,晴/晴,4℃/-6℃,南风1-2级/南风1-2级
3285,2019年12月28日,晴/多云,4℃/-6℃,东北风1-2级/东北风1-2级
3286,2019年12月29日,多云/晴,6℃/-8℃,北风3-4级/北风3-4级
3287,2019年12月30日,晴/晴,-4℃/-12℃,西北风4-5级/西北风4-5级
3288,2019年12月31日,晴/晴,-3℃/-10℃,西南风3-4级/西南风3-4级
3289,2020年01月01日,晴/晴,1℃/-9℃,南风1-2级/南风1-2级
3290,2020年01月02日,多云/多云,3℃/-8℃,西南风1-2级/西南风1-2级
3291,2020年01月03日,晴/晴,6℃/-5℃,西南风1-2级/西南风1-2级
3292,2020年01月04日,晴/晴,8℃/-5℃,东北风1-2级/东北风1-2级
3293,2020年01月05日,小雪/小雪,3℃/-4℃,东北风1-2级/东北风1-2级
3294,2020年01月06日,多云/多云,3℃/-2℃,西北风1-2级/西北风1-2级
3295,2020年01月07日,多云/晴,2℃/-4℃,北风3-4级/北风3-4级
3296,2020年01月08日,晴/晴,5℃/-7℃,北风1-2级/北风1-2级
3297,2020年01月09日,晴/晴,5℃/-6℃,西南风1-2级/西南风1-2级
3298,2020年01月10日,晴/多云,6℃/-4℃,北风1-2级/北风1-2级
3299,2020年01月11日,阴/阴,1℃/-7℃,东北风1-2级/东北风1-2级
3300,2020年01月12日,晴/晴,3℃/-6℃,东北风1-2级/东北风1-2级
3301,2020年01月13日,晴/晴,2℃/-7℃,北风3-4级/北风3-4级
3302,2020年01月14日,晴/晴,1℃/-9℃,东北风1-2级/东北风1-2级
3303,2020年01月15日,多云/多云,3℃/-7℃,西南风1-2级/西南风1-2级
3304,2020年01月16日,多云/多云,2℃/-7℃,东北风1-2级/东北风1-2级
3305,2020年01月17日,多云/晴,3℃/-7℃,西南风1-2级/西南风1-2级
3306,2020年01月18日,多云/晴,3℃/-4℃,西南风1-2级/西南风1-2级
3307,2020年01月19日,晴/晴,6℃/-4℃,西南风1-2级/西南风1-2级
3308,2020年01月20日,晴/晴,5℃/-7℃,北风1-2级/北风1-2级
3309,2020年01月21日,晴/晴,5℃/-6℃,南风1-2级/南风1-2级
3310,2020年01月22日,晴/晴,6℃/-5℃,西南风1-2级/西南风1-2级
3311,2020年01月23日,晴/晴,8℃/-6℃,北风3-4级/北风3-4级
3312,2020年01月24日,晴/晴,3℃/-6℃,南风1-2级/南风1-2级
3313,2020年01月25日,晴/多云,5℃/-5℃,西南风1-2级/西南风1-2级
3314,2020年01月26日,阴/阴,5℃/-5℃,南风1-2级/南风1-2级
3315,2020年01月27日,阴/阴,4℃/-4℃,西南风1-2级/西南风1-2级
3316,2020年01月28日,霾/阴,5℃/-4℃,东北风1-2级/东北风1-2级
3317,2020年01月29日,霾/霾,7℃/-6℃,西北风1-2级/西北风1-2级
3318,2020年01月30日,晴/晴,6℃/-6℃,西南风1-2级/西南风1-2级
3319,2020年01月31日,晴/晴,7℃/-5℃,北风1-2级/北风1-2级
3320,2020年02月01日,多云/小雪,5℃/-3℃,东北风1-2级/东北风1-2级
3321,2020年02月02日,小雪/晴,3℃/-7℃,西北风3-4级/西北风3-4级
3322,2020年02月03日,晴/晴,3℃/-6℃,西南风3-4级/西南风3-4级
3323,2020年02月04日,晴/多云,1℃/-8℃,东北风1-2级/东北风1-2级
3324,2020年02月05日,小雪/小雪,-2℃/-6℃,东风1-2级/东风1-2级
3325,2020年02月06日,小雪/多云,-1℃/-8℃,南风1-2级/南风1-2级
3326,2020年02月07日,多云/晴,3℃/-7℃,西南风1-2级/西南风1-2级
3327,2020年02月08日,晴/晴,6℃/-7℃,东北风1-2级/东北风1-2级
3328,2020年02月09日,晴/晴,10℃/-5℃,西南风1-2级/西南风1-2级
3329,2020年02月10日,晴/晴,10℃/-5℃,南风1-2级/南风1-2级
3330,2020年02月11日,晴/雾,11℃/-3℃,南风1-2级/南风1-2级
3331,2020年02月12日,霾/雾,11℃/-2℃,南风1-2级/南风1-2级
3332,2020年02月13日,霾/雨夹雪,9℃/-1℃,东北风1-2级/东北风1-2级
3333,2020年02月14日,中雪/小雪,-1℃/-6℃,东北风3-4级/东北风3-4级
3334,2020年02月15日,晴/多云,0℃/-7℃,北风3-4级/北风3-4级
3335,2020年02月16日,晴/晴,4℃/-5℃,北风4-5级/北风4-5级
3336,2020年02月17日,晴/晴,8℃/-6℃,西北风3-4级/西北风3-4级
3337,2020年02月18日,多云/晴,10℃/-4℃,西南风1-2级/西南风1-2级
3338,2020年02月19日,晴/晴,9℃/-4℃,东北风1-2级/东北风1-2级
3339,2020年02月20日,多云/阴,6℃/-3℃,东南风1-2级/东南风1-2级
3340,2020年02月21日,晴/晴,11℃/-3℃,西北风3-4级/西北风3-4级
3341,2020年02月22日,晴/晴,10℃/-3℃,西南风1-2级/西南风1-2级
3342,2020年02月23日,晴/多云,11℃/0℃,北风1-2级/北风1-2级
3343,2020年02月24日,小雨/小雨,10℃/3℃,东北风1-2级/东北风1-2级
3344,2020年02月25日,多云/晴,9℃/-2℃,东南风1-2级/东南风1-2级
3345,2020年02月26日,多云/阴,9℃/-2℃,南风1-2级/南风1-2级
3346,2020年02月27日,雨夹雪/阴,5℃/-3℃,西南风3-4级/西南风3-4级
3347,2020年02月28日,晴/多云,9℃/-1℃,西南风1-2级/西南风1-2级
3348,2020年02月29日,小雨/阴,4℃/1℃,东北风1-2级/东北风1-2级
3349,2020年03月01日,晴/晴,11℃/-3℃,西北风4-5级/西北风4-5级
3350,2020年03月02日,小雨/小雨,11℃/-1℃,南风3-4级/南风3-4级
3351,2020年03月03日,晴/晴,8℃/-3℃,西北风4-5级/西北风4-5级
3352,2020年03月04日,晴/晴,7℃/-2℃,西南风1-2级/西南风1-2级
3353,2020年03月05日,晴/多云,10℃/-2℃,南风3-4级/南风3-4级
3354,2020年03月06日,小雨/小雨,10℃/1℃,北风1-2级/北风1-2级
3355,2020年03月07日,晴/雾,14℃/1℃,南风1-2级/南风1-2级
3356,2020年03月08日,小雨/小雨,10℃/5℃,北风1-2级/北风1-2级
3357,2020年03月09日,多云/晴,11℃/-1℃,东南风1-2级/东南风1-2级
3358,2020年03月10日,晴/晴,12℃/-4℃,西北风3-4级/西北风3-4级
3359,2020年03月11日,晴/晴,14℃/1℃,西南风1-2级/西南风1-2级
3360,2020年03月12日,多云/晴,14℃/-2℃,东北风4-5级/东北风4-5级
3361,2020年03月13日,晴/晴,10℃/-2℃,西南风3-4级/西南风3-4级
3362,2020年03月14日,晴/晴,15℃/3℃,西北风4-5级/西北风4-5级
3363,2020年03月15日,晴/晴,17℃/0℃,东南风1-2级/东南风1-2级
3364,2020年03月16日,晴/晴,15℃/3℃,西南风3-4级/西南风3-4级
3365,2020年03月17日,晴/多云,20℃/3℃,南风1-2级/南风1-2级
3366,2020年03月18日,晴/晴,23℃/5℃,西北风5-6级/西北风5-6级
3367,2020年03月19日,晴/多云,17℃/4℃,西北风3-4级/西北风3-4级
3368,2020年03月20日,晴/多云,24℃/7℃,西风1-2级/西风1-2级
3369,2020年03月21日,晴/晴,18℃/3℃,南风1-2级/南风1-2级
3370,2020年03月22日,晴/晴,22℃/7℃,西南风3-4级/西南风3-4级
3371,2020年03月23日,晴/多云,23℃/6℃,东南风3-4级/东南风3-4级
3372,2020年03月24日,多云/晴,17℃/5℃,南风1-2级/南风1-2级
3373,2020年03月25日,多云/小雨,22℃/5℃,东南风1-2级/东南风1-2级
3374,2020年03月26日,小雨/多云,12℃/2℃,北风4-5级/北风4-5级
3375,2020年03月27日,晴/晴,13℃/0℃,西北风3-4级/西北风3-4级
3376,2020年03月28日,晴/多云,14℃/2℃,西南风3-4级/西南风3-4级
3377,2020年03月29日,多云/多云,17℃/6℃,西南风1-2级/西南风1-2级
3378,2020年03月30日,多云/多云,18℃/7℃,西南风3-4级/西南风3-4级
3379,2020年03月31日,小雨/多云,20℃/7℃,东北风3-4级/东北风3-4级
3380,2020年04月01日,多云/晴,15℃/3℃,西南风1-2级/西南风1-2级
3381,2020年04月02日,晴/晴,20℃/7℃,西南风3-4级/西南风3-4级
3382,2020年04月03日,晴/晴,24℃/9℃,西南风3-4级/西南风3-4级
3383,2020年04月04日,晴/晴,18℃/4℃,南风1-2级/南风1-2级
3384,2020年04月05日,多云/晴,19℃/6℃,南风1-2级/南风1-2级
3385,2020年04月06日,多云/多云,23℃/9℃,西南风1-2级/西南风1-2级
3386,2020年04月07日,多云/晴,18℃/5℃,南风1-2级/南风1-2级
3387,2020年04月08日,多云/小雨,17℃/7℃,东南风3-4级/东南风3-4级
3388,2020年04月09日,小雨/多云,12℃/4℃,南风1-2级/南风1-2级
3389,2020年04月10日,多云/晴,17℃/5℃,西风1-2级/西风1-2级
3390,2020年04月11日,晴/晴,22℃/10℃,北风3-4级/北风3-4级
